prompt,reference_answer,answer,latency_seconds,hallucination_score,is_correct
Should succinylcholine chloride injection be administered intravenously or intramuscularly?,Succinylcholine chloride injection is for intravenous or intramuscular use only.,Succinylcholine chloride injection should be administered intravenously.,1.056443691253662,-1,0
What symptoms related to Rizatriptan Benzoate are generally not associated with myocardial ischemia?,"Chest/throat/neck/jaw pain, tightness, pressure, or heaviness are generally not associated with myocardial ischemia","According to the prescribing information, the symptoms of Rizatriptan Benzoate that are generally not associated with myocardial ischemia are:

* Headache
* Nausea
* Dizziness
* Fatigue
* Sensory disturbances (e.g., paresthesia, dysesthesia)

Please note that while Rizatriptan Benzoate is generally well-tolerated, it is still important to monitor patients for signs and symptoms of myocardial ischemia, especially in those with a history of cardiovascular disease.",6.189959764480591,-1,0
What can be the consequences of increasing doses of pyridostigmine bromide or other drugs of this class in the presence of cholinergic crisis or of a refractory or 'insensitive' state?,Such increases can have grave consequences.,"In the presence of cholinergic crisis or a refractory or ""insensitive"" state, increasing doses of pyridostigmine bromide or other anticholinesterase drugs can lead to:

* Worsening of the crisis, potentially resulting in respiratory failure, cardiac arrest, or other life-threatening complications.",3.7103288173675537,-1,0
How many different strengths of Tadalafil tablets are available?,Four,"According to the FDA-approved labeling, Tadalafil tablets are available in the following strengths:

* 5 mg
* 10 mg
* 20 mg

Please note that this information is accurate as of my knowledge cutoff and may be subject to change. It's always best to consult the product labeling or consult with a healthcare professional for the most up-to-date information.",4.470857620239258,-1,0
"How should the dosage of Acetaminophen, Codeine Phosphate be adjusted?","The dosage of Acetaminophen, Codeine Phosphate should be adjusted according to severity of pain and response of the patient.","According to the prescribing information, the dosage of Acetaminophen and Codeine Phosphate should be adjusted based on the patient's age, weight, and medical condition. The recommended dosage is:

* For adults and children 12 years and older: 15-60 mg/kg every 4-6 hours as needed, not to exceed 360 mg of codeine and 1000 mg of acetaminophen in a 24-hour period.
* For children under 12 years: not recommended.

It's essential to follow the specific instructions provided by the healthcare provider and to consult the prescribing information for more detailed guidance.",7.289474487304687,-1,0
What type of cell transplantation is Evomela indicated for?,Hematopoietic progenitor (stem) cell transplantation,Evomela (melphalan) is indicated for autologous hematopoietic stem cell transplantation (ASCT) in patients with multiple myeloma.,2.0050203800201416,-1,0
What does Hyoscyamine Sulfate Extended-Release primarily inhibit?,Hyoscyamine Sulfate Extended-Release primarily inhibits the actions of acetylcholine on structures innervated by postganglionic cholinergic nerves and on smooth muscles that respond to acetylcholine but lack cholinergic innervation.,"Hyoscyamine Sulfate Extended-Release primarily inhibits the muscarinic receptors in the body, specifically the M1, M2, and M3 subtypes.",2.287818193435669,-1,0
What are the most common adverse reactions in adults for the prevention of radiation-induced nausea and vomiting with Ondansetron?,"The most common adverse reactions in adults for the prevention of radiation-induced nausea and vomiting with Ondansetron are headache, constipation, and diarrhea.","The most common adverse reactions in adults for the prevention of radiation-induced nausea and vomiting with ondansetron are:

* Headache
* Dizziness
* Fatigue
* Diarrhea
* Constipation
* Numbness or tingling in the hands and feet
* Abdominal pain
* Muscle weakness

These reactions are usually mild and temporary, and they often resolve on their own or with minimal treatment.",4.958140850067139,-1,0
What is the pH range of glatiramer acetate solution for subcutaneous injection?,The pH of the glatiramer acetate solutions is approximately 5.5 to 7.0.,The pH range of glatiramer acetate solution for subcutaneous injection is 5.5 to 7.5.,1.7626841068267822,-1,0
What should be done in case of an overdose of Amitriptyline Hydrochloride?,It is recommended that the physician contact a poison control center for current information on treatment. Hospital monitoring is required as soon as possible.,"In case of an overdose of Amitriptyline Hydrochloride, the following steps should be taken:

* Immediately seek medical attention or call the national poison control center (1-800-222-1222 in the US) or your local emergency number.
* Provide the patient with activated charcoal to help absorb the medication.
* Monitor vital signs and cardiac rhythm.
* Administer supportive care, such as oxygen, fluids, and cardiac medications as needed.
* Consider gastric lavage or whole bowel irrigation if the overdose is recent and the patient is conscious.
* Activated charcoal may be given to help absorb the medication.
* In severe cases",7.293684244155884,-1,0
What is the imprint on the 20 mg strength of Omeprazole Delayed-Release Capsules?,The imprint on the 20 mg strength of Omeprazole Delayed-Release Capsules is 'KU' and '118' in black ink.,"The imprint on the 20 mg strength of Omeprazole Delayed-Release Capsules is ""L 20"".",1.5860333442687988,-1,0
What measures should be taken in case of cisplatin overdosage?,Management of overdosage should include general supportive measures to sustain the patient through any period of toxicity that may occur.,"In case of cisplatin overdosage, the following measures should be taken:

* Discontinue the infusion immediately
* Administer intravenous fluids to maintain hydration
* Consider activated charcoal to reduce gastrointestinal absorption
* Monitor for signs of nephrotoxicity, ototoxicity, and neurotoxicity
* Consider hemodialysis or forced diuresis to remove the drug from the body
* Supportive care, such as antiemetics and antihistamines, may be necessary to manage symptoms
* Consult a poison control center or a healthcare professional for further guidance.",6.594594478607178,-1,0
Can desvenlafaxine succinate overdosage cause changes in level of consciousness?,Yes,"Yes, desvenlafaxine succinate, a medication commonly used to treat depression, can cause changes in level of consciousness, including sedation, drowsiness, and even coma, in cases of overdose.",2.6715190410614014,-1,0
What is the recommended action for patients with a history of breast engorgement before administering Trimipramine Maleate?,Yes,"According to the prescribing information, patients with a history of breast engorgement should be monitored closely for signs of breast engorgement or galactorrhea (involuntary milk secretion) when taking Trimipramine Maleate, as it can exacerbate this condition.",3.190190076828003,-1,0
"According to the warnings, can Atenolol be used in patients with sick sinus syndrome?",No,"According to the warnings, Atenolol is contraindicated in patients with sick sinus syndrome, unless a functioning pacemaker is present.",1.960864543914795,-1,0
Can diclofenac sodium extended-release tablets be used in patients with renal impairment?,"No information is available from controlled clinical studies regarding the use of diclofenac sodium extended-release tablets in patients with advanced renal disease. The renal effects of diclofenac sodium extended-release tablets may hasten the progression of renal dysfunction in patients with preexisting renal disease. Avoid the use of diclofenac sodium extended-release tablets in patients with advanced renal disease unless the benefits are expected to outweigh the risk of worsening renal function. If diclofenac sodium extended-release tablets are used in patients with advanced renal disease, monitor patients for signs of worsening renal function.","According to the prescribing information, diclofenac sodium extended-release tablets are contraindicated in patients with severe renal impairment (CrCl < 30 mL/min) and should be used with caution in patients with mild to moderate renal impairment (CrCl 30-60 mL/min).",3.33484148979187,-1,0
